dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,Value
0.5346496,0.03405571,0.22468548,0.3353669,0.15208457,0.34164697,0.24501172,0.32330742,0.3499018,0.20947835,0.16618627,0.15139651,0.10023135,0.037793502,-0.032657463,-0.1274063,0.41526851058006287
0.61140114,-0.026437968,0.26417807,0.2776546,0.19874896,0.3113253,0.1344618,0.32298547,0.2970336,0.24549824,0.17180185,0.12618525,0.07193201,-0.045416344,-0.048968032,-0.12732455,0.44244569540023804
0.55881315,-0.04258142,0.24861085,0.32330516,0.12710693,0.36004785,0.1556486,0.3427803,0.35368988,0.1759096,0.16785632,0.103759736,0.089228414,-0.0105063375,-0.055335134,-0.16108689,0.46790650486946106
0.54404277,-0.038304787,0.28696844,0.33209866,0.14785731,0.3515858,0.1848136,0.3445017,0.2889549,0.17919546,0.1647496,0.1656214,0.115900315,0.042911164,-0.008801452,-0.16145399,0.4762413501739502
0.5537381,-0.023696268,0.23259191,0.2601989,0.14429292,0.37953743,0.20580365,0.3634796,0.32683945,0.15821052,0.1692784,0.18044202,0.119016126,-0.007506523,-0.046724785,-0.14897989,0.4663626551628113
0.49677953,-0.037077177,0.23593962,0.366585,0.19123173,0.37481037,0.19995126,0.3295917,0.31717974,0.1750439,0.18039086,0.008542141,0.024045182,-0.11220985,-0.06979484,-0.23285611,0.5492384433746338
0.48700517,-0.0679707,0.2211468,0.36568514,0.18339503,0.3966721,0.17720614,0.33308035,0.320366,0.18656528,0.19277103,0.040485878,0.021568947,-0.10726333,-0.08460082,-0.21651496,0.5462648868560791
0.5481867,0.010567246,0.2653291,0.31940937,0.109921716,0.3376079,0.2529421,0.34342298,0.32156727,0.13749103,0.19956325,0.0492657,0.058581725,-0.062447246,-0.057745524,-0.20916234,0.4773937165737152
0.5347552,0.006472857,0.21378304,0.35829517,0.14769517,0.32457408,0.19336714,0.34526467,0.37346336,0.1750023,0.2010853,0.009908225,0.010296347,-0.07264243,-0.07055288,-0.18751238,0.4727298319339752
0.52054304,-0.1205453,0.28758726,0.3419912,0.16788971,0.40192026,0.15634036,0.31741607,0.23185971,0.14106122,0.1718252,-0.025338665,0.06130169,-0.15484825,-0.11153662,-0.23646936,0.5689778327941895
0.5220669,-0.00104843,0.26845217,0.34712186,0.11397743,0.3666266,0.17718026,0.3409384,0.3629002,0.10541577,0.2099626,0.026080975,0.08444948,-0.050127234,-0.058833733,-0.19790857,0.4977004826068878
0.55154604,-0.084736705,0.30491742,0.3230625,0.12710425,0.31444332,0.17941587,0.35182375,0.28578869,0.16768086,0.18823314,0.008935193,0.042791456,-0.11963706,-0.09830676,-0.22172195,0.5143195390701294
0.4928361,-0.027761167,0.23633206,0.34996906,0.18159454,0.39480293,0.24422362,0.3274513,0.31083262,0.1129237,0.17936063,0.060321487,0.07676195,-0.09098055,-0.066548645,-0.24190722,0.5585643649101257
0.50292933,-0.043763172,0.2730697,0.36074474,0.16832206,0.37472665,0.15752,0.33158422,0.29821986,0.2107965,0.19840397,-0.00068261183,0.028680857,-0.091101505,-0.070491426,-0.22383904,0.5290421843528748
0.5324945,0.0037911292,0.2756968,0.33162978,0.18067662,0.3086094,0.23094963,0.344513,0.317497,0.18847515,0.18014765,0.06885164,0.05978901,-0.07860449,-0.02973702,-0.21535772,0.5139036774635315
0.5065186,-0.15232405,0.27742392,0.3431868,0.20643963,0.4012591,0.13236193,0.32891327,0.25921398,0.15299515,0.1693191,0.01088136,0.07673872,-0.119082354,-0.033935305,-0.23570618,0.6142086386680603
0.43375218,-0.15352958,0.24719398,0.38295168,0.20604329,0.4640111,0.20782669,0.28985336,0.22897209,0.059564654,0.17329714,-0.03613989,0.06757577,-0.19446358,-0.046611983,-0.2523774,0.6599223017692566
0.49588135,-0.1703723,0.3277812,0.33042026,0.18408757,0.41150582,0.17867436,0.31713656,0.19821057,0.13908683,0.15960152,-0.0041794805,0.08406147,-0.13173212,-0.02455385,-0.2521629,0.6261565685272217
0.4580449,-0.2079448,0.322269,0.3386411,0.1992821,0.36523566,0.12098149,0.32828122,0.23424646,0.040324226,0.17105484,-0.06318831,0.07584378,-0.24098301,-0.031426337,-0.27989385,0.6947832703590393
0.44785777,-0.16125435,0.2603089,0.37124878,0.22677302,0.40937012,0.13703927,0.30198172,0.25496393,0.05275372,0.16274735,-0.08590128,0.049180515,-0.2347211,-0.041748088,-0.2791783,0.6854126453399658
0.49106392,-0.15251307,0.2993683,0.34078795,0.20031284,0.4082936,0.18526217,0.32833686,0.2336219,0.11458774,0.15308623,0.024405578,0.09495237,-0.16240323,-0.047115877,-0.22700404,0.6257808804512024
0.4887153,-0.17437194,0.24961194,0.33364922,0.22890602,0.43217278,0.17030741,0.32176772,0.24205062,0.1737936,0.14479321,0.05639429,0.06893766,-0.13697128,-0.045621634,-0.21651916,0.6190319061279297
0.47641084,0.006708948,0.26338303,0.35030344,0.20412819,0.37394023,0.25923303,0.336681,0.28450957,0.1937695,0.16602473,0.09871096,0.05771404,-0.042238135,0.028491285,-0.2390022,0.5584529042243958
0.4715082,-0.08236686,0.25660953,0.3609575,0.2397573,0.37800708,0.20446433,0.32658643,0.28765264,0.11501059,0.16540256,0.0057104123,0.04500463,-0.18153182,-0.0028055408,-0.25994334,0.6478937268257141
0.4576135,-0.18657634,0.304594,0.34656444,0.214246,0.3960872,0.15213026,0.31787702,0.22559075,0.0858581,0.15691435,-0.035953395,0.06676611,-0.22239667,-0.038241565,-0.27633473,0.6825687885284424
0.4605184,-0.26022387,0.3401629,0.30959362,0.17001283,0.3594358,0.061114103,0.2922652,0.13418393,0.045841876,0.11748863,-0.1321429,0.067103796,-0.2835348,-0.033782355,-0.35211733,0.7148846983909607
0.44765237,-0.24327277,0.30488735,0.31791,0.21167494,0.31292602,0.05162871,0.28244504,0.14765854,0.07157231,0.143175,-0.17629957,-0.0009034471,-0.35351142,-0.03405434,-0.34146127,0.712646484375
0.48953804,-0.14003158,0.31800184,0.33672413,0.0819653,0.3630692,0.27301246,0.23612277,0.08391798,0.01784193,0.13406768,-0.14783661,0.042463344,-0.31861058,-0.08242678,-0.3163978,0.601277768611908
0.5227848,-0.19580843,0.31178218,0.28465307,0.18294474,0.31011647,0.07153409,0.33589345,0.22920054,0.06730218,0.13476808,-0.033053953,0.044112097,-0.2666162,-0.02622982,-0.33541262,0.6899083256721497
0.44365016,-0.20421852,0.29647204,0.3370196,0.14158845,0.37786767,0.21176563,0.25021604,0.13004334,-0.08448467,0.14255214,-0.10668896,0.07788154,-0.33526263,-0.062359083,-0.3340653,0.6963762640953064
0.458149,-0.2939626,0.3596564,0.28130597,0.18249702,0.31965688,0.04265161,0.31736177,0.120369434,0.04061797,0.11769195,-0.06247267,0.09718353,-0.32391804,-0.049616065,-0.32627302,0.7214751839637756
0.43469584,-0.24089919,0.33539903,0.28744575,0.054631606,0.27300188,0.0063827275,0.18675034,0.14064638,-0.07680737,0.16490325,-0.3756759,0.029816274,-0.34486154,-0.094664246,-0.35024616,0.6048274636268616
0.491625,-0.14711806,0.27959195,0.3539854,0.16180912,0.35136223,0.12838438,0.30024517,0.23151445,0.084559016,0.1496512,-0.15485923,0.0015346527,-0.24658543,-0.039002124,-0.327815,0.6514437198638916
0.50158596,-0.1973635,0.31036562,0.3146806,0.15905032,0.40560144,0.16425882,0.30071026,0.14840284,0.11808033,0.12038503,-0.027810026,0.047452517,-0.23210903,-0.05836376,-0.31004262,0.653766393661499
0.52560663,-0.104514636,0.286073,0.32740247,0.14545159,0.29740703,0.25506985,0.33797762,0.25056726,0.001621903,0.13087492,-0.021332001,0.07742563,-0.2558823,-0.038328823,-0.28561866,0.6290155053138733
0.3156008,-0.3646345,0.3401045,0.2915999,0.22952977,0.34040248,-0.01635833,0.29451987,0.12409488,-0.049001534,0.13136856,-0.15217115,0.0947158,-0.32728627,0.010389761,-0.3698096,0.8139716386795044
0.376395,-0.21015039,0.3204971,0.34860128,0.2454066,0.33524424,0.1327956,0.30090797,0.16617568,0.067634545,0.12273594,-0.1257092,0.011074208,-0.3183377,0.0073401164,-0.38020775,0.7672405242919922
0.34066227,-0.2823287,0.32072228,0.32764983,0.23917073,0.3678422,0.08320424,0.3158574,0.13425767,0.01563706,0.12413521,-0.10638585,0.052833747,-0.30662814,0.027426386,-0.39020732,0.811795711517334
0.4251017,-0.28102276,0.25593075,0.2924922,0.22567728,0.39050856,0.096486844,0.37378508,0.23445825,0.03092794,0.11884617,0.035020676,0.112096645,-0.26529655,-0.04244362,-0.28422338,0.7414655089378357
0.3300538,-0.21096936,0.25822163,0.33685362,0.30610937,0.35488877,0.154536,0.35940433,0.23900506,0.044547535,0.10685873,0.036749586,0.044467747,-0.25502568,0.08444969,-0.38429347,0.832985520362854
0.3177502,-0.287875,0.30978632,0.3096658,0.25715482,0.42337427,0.13966496,0.3239218,0.11277528,0.030189347,0.088447616,0.009997863,0.08327805,-0.27622858,0.043993533,-0.3844098,0.8309179544448853
0.3966556,-0.31185418,0.3106115,0.31729823,0.19609633,0.38929182,0.018338501,0.3205475,0.17198272,-0.0034857802,0.13705006,-0.10864145,0.09406813,-0.2671539,-0.045760572,-0.3356709,0.7528709769248962
0.43922517,-0.2198858,0.30086738,0.30180576,0.20591749,0.3659295,0.12276227,0.3774317,0.24818785,0.033497177,0.13148822,0.017443288,0.08712402,-0.20676045,0.014969844,-0.33528286,0.7449432015419006
0.4104846,-0.3095307,0.32932308,0.2918994,0.22933984,0.3933162,0.0969168,0.34282616,0.109226994,0.12882046,0.08858625,0.005137103,0.07988405,-0.24871887,-0.02704664,-0.3200685,0.7407335638999939
0.3981375,-0.2413347,0.37044334,0.30802473,0.21740638,0.2980649,0.058946256,0.35800576,0.17352618,0.06615939,0.13611816,-0.08245397,0.053891134,-0.24641071,0.066867985,-0.3943052,0.7814767360687256
0.30110237,-0.30491948,0.290917,0.28594077,0.29232565,0.21277615,-0.0026916685,0.31343994,0.19685039,-0.057766028,0.09070933,-0.16061217,-0.00058116775,-0.4440056,0.00384081,-0.38434264,0.8235797882080078
0.24324197,-0.33976012,0.26162165,0.3056401,0.25398386,0.43513843,0.09312592,0.25841767,0.04573508,-0.03758429,0.06822942,-0.08792192,0.06765044,-0.39519104,0.014876767,-0.3966933,0.8497930765151978
0.28121275,-0.27464974,0.28509036,0.32090995,0.27703664,0.48279044,0.037652723,0.31109783,0.1442255,0.05250069,0.09249992,-0.021558428,0.07555279,-0.21383396,0.056224655,-0.4074543,0.843591570854187
0.21375686,-0.32730222,0.2992053,0.28374398,0.28538063,0.38779187,0.054192435,0.28767478,0.0679104,-0.021330165,0.069255896,-0.07740691,0.057369888,-0.35070443,0.10152658,-0.45517132,0.9009871482849121
0.26210713,-0.2635961,0.2502714,0.3383255,0.31531835,0.36738074,0.09449952,0.30168992,0.17294818,-0.044011716,0.08284413,-0.0831753,0.033852614,-0.4039059,0.02590793,-0.373884,0.8576956987380981
0.27466604,-0.2946475,0.22111213,0.30890715,0.26939544,0.44339576,0.11089262,0.34272435,0.19992727,-0.0046953713,0.08049979,0.04900334,0.061622597,-0.2516328,0.10037372,-0.41040295,0.8756381869316101
0.2653427,-0.35158566,0.3159236,0.273628,0.22868702,0.4058204,-0.0034633547,0.28801087,0.11124679,-0.048933547,0.0896142,-0.11517097,0.09402841,-0.31792432,0.041088525,-0.42857853,0.8584122061729431
0.29455617,-0.37096128,0.37397906,0.24625744,0.15348688,0.38181987,0.019587558,0.26610607,-0.006576973,-0.057589807,0.09419352,-0.14711507,0.09274698,-0.35329735,0.0026723058,-0.4089954,0.7971063852310181
0.31649685,-0.23332992,0.21401626,0.31928346,0.2729305,0.43787965,0.21090987,0.3089352,0.16964631,0.0064509837,0.06731532,0.05578888,0.04166158,-0.33311486,0.058042053,-0.37276423,0.8326499462127686
0.2555688,-0.37736332,0.36248493,0.23608859,0.22032063,0.3805334,0.08080184,0.31692448,0.025268298,-0.02162709,0.029231831,0.0077052442,0.12815242,-0.31654015,0.07979764,-0.42405558,0.8667138814926147
0.235995,-0.37877342,0.3280322,0.22938298,0.19807297,0.43530852,0.008746364,0.30364382,0.07729677,-0.07766892,0.07494887,-0.008950663,0.14750953,-0.2654036,0.09349248,-0.44829592,0.8816876411437988
0.31199643,-0.30237433,0.30533132,0.2552393,0.18498795,0.48968852,0.107111685,0.33570874,0.1292986,-0.032270096,0.080342464,0.11332889,0.1751929,-0.14888465,0.087124966,-0.39643052,0.8227681517601013
0.21905746,-0.32588652,0.3991747,0.15571116,0.2594045,0.18995269,0.04861575,0.36655283,0.06509106,-0.083144166,0.019475456,0.04711674,0.10630424,-0.3639749,0.19902559,-0.4743308,0.9089712500572205
0.3018536,-0.26663104,0.24677321,0.27125198,0.33389652,0.36554712,0.021366326,0.37933302,0.23377074,0.12261402,0.03658446,0.05810812,0.010763436,-0.2588823,0.109757945,-0.40034395,0.8597095012664795
0.18575543,-0.39498788,0.2069785,0.25196314,0.2814411,0.47319102,-0.030093566,0.2684509,0.13910675,-0.11762397,0.072168574,-0.029697534,0.113965556,-0.3014942,0.07857816,-0.4215754,0.908423662185669
0.17636755,-0.42818585,0.29253998,0.2323053,0.25059718,0.4039547,-0.016816331,0.22684476,-0.0036864174,-0.09100666,0.0553401,-0.12007236,0.09646971,-0.39735994,0.048112523,-0.41592595,0.8722583651542664
0.21946575,-0.2840644,0.2736766,0.23436774,0.3757968,0.24389483,0.014490107,0.34578174,0.15897366,0.027465148,0.037350394,-0.01626797,0.0021420426,-0.3934192,0.15592608,-0.4626547,0.9220014810562134
0.23971172,-0.41059983,0.3066863,0.21567991,0.2811368,0.34369993,-0.008618048,0.3251388,0.05310055,-0.026349805,0.03329219,0.0047404123,0.109064505,-0.37453616,0.082513005,-0.40839818,0.8919131755828857
0.27951014,-0.2637886,0.2380431,0.25351453,0.319794,0.31332332,0.13314977,0.3499648,0.22842343,-0.08614816,0.052589964,0.07102898,0.072300345,-0.39049983,0.09715488,-0.39515242,0.8923517465591431
0.24315932,-0.2900336,0.22094767,0.25641045,0.28122395,0.38999373,0.019844249,0.32558316,0.2984349,-0.19325268,0.09720557,0.025028909,0.11566496,-0.27793014,0.115077876,-0.4052874,0.9021952748298645
0.2288831,-0.30539972,0.27203652,0.24267045,0.3244173,0.35107678,0.0909814,0.34295216,0.13275082,0.026207857,0.04678521,0.06880026,0.053010914,-0.33965826,0.15604676,-0.4464247,0.920627236366272
0.11377774,-0.30433318,0.2634467,0.20698217,0.37251976,0.31297714,0.067948714,0.33229807,0.065279,0.08525268,-0.012304545,0.109040715,0.00788613,-0.30549833,0.25049064,-0.5007174,0.9482325315475464
0.116765596,-0.38622037,0.22254957,0.20356883,0.34370905,0.38286483,0.002770977,0.3129491,0.11443856,-0.08796946,0.0291897,0.104006074,0.12146673,-0.32452622,0.18140484,-0.44506353,0.9625345468521118
0.079833314,-0.40983033,0.28371862,0.14326505,0.38068932,0.21590298,-0.057925936,0.30557194,0.023607094,-0.043209337,-0.004870138,0.04025775,0.09738174,-0.42137238,0.19735098,-0.45422724,0.9468847513198853
0.19400251,-0.272626,0.3093313,0.21424206,0.31361714,0.26991042,0.08161428,0.33926275,0.1263705,0.061496496,0.040648542,0.015405249,-0.003521955,-0.3103679,0.24528186,-0.5247288,0.9310681819915771
0.05729158,-0.4341978,0.2375487,0.18474449,0.33589846,0.410577,-0.015182014,0.25394192,-0.0009938554,-0.06899091,0.016216012,0.060092874,0.13178411,-0.32112697,0.1835082,-0.45685035,0.9515209197998047
0.22452624,-0.29684207,0.32833344,0.22283055,0.1974525,0.39192414,0.21664302,0.35448715,0.07501603,-0.046319693,0.053072404,0.1408254,0.13737324,-0.2301407,0.17474155,-0.45391297,0.877560019493103
0.12701543,-0.39332104,0.2826144,0.18981168,0.36699125,0.31872168,-0.053184766,0.2917989,0.023444371,0.058593426,0.018735763,-0.012799451,0.055477303,-0.3759177,0.16480727,-0.46149108,0.9311560988426208
0.09569744,-0.41685823,0.29673824,0.16220534,0.31540537,0.31818485,0.03041479,0.26646274,-0.05495247,-0.06035574,-0.00020585426,0.042669427,0.12990145,-0.40716016,0.17390718,-0.4568115,0.9322112798690796
0.056515057,-0.39019606,0.19366737,0.17976785,0.40939403,0.3386875,0.034636594,0.2754356,0.028349169,-0.03444165,-0.030560633,0.1394585,0.09727802,-0.39877683,0.19172464,-0.43328467,0.9577926993370056
0.14624064,-0.2749342,0.19273247,0.31301686,0.33408505,0.44316873,0.050149556,0.21362078,0.14337222,-0.0002337396,0.06739781,-0.13252968,-0.035872053,-0.30984214,0.14624956,-0.50039905,0.9134317636489868
0.13408296,-0.33504763,0.2222089,0.22368589,0.41551337,0.25469387,-0.048581958,0.29272965,0.17857017,-0.055763286,0.04475614,-0.029584218,0.022846656,-0.43561926,0.16001375,-0.43705353,0.9487521648406982
0.13203795,-0.25987688,0.21575736,0.25387198,0.3067682,0.28577635,0.12986676,0.2818459,0.21529736,-0.23262677,0.081669465,-0.024163842,0.057940487,-0.3972965,0.19764642,-0.47324705,0.946465790271759
0.079054534,-0.26593006,0.24003926,0.2400239,0.29760665,0.31645626,0.07420747,0.26716775,0.19778137,-0.18512645,0.0716966,-0.029942416,0.03186945,-0.27393335,0.3110723,-0.5384741,0.9745546579360962
0.053976092,-0.3007286,0.16473575,0.2435369,0.3721065,0.3732595,0.07954887,0.24245587,0.16933264,-0.1821112,0.040389773,0.036180805,0.06310556,-0.37333047,0.2205022,-0.46962148,0.978909969329834
0.041140612,-0.3061664,0.1610208,0.20294835,0.41486847,0.3036663,0.04656966,0.2773617,0.19521874,-0.19325207,0.025459493,0.12623975,0.08694213,-0.37124127,0.24306805,-0.44443676,0.9830253720283508
0.20191628,-0.29023924,0.2751715,0.23667412,0.29126474,0.36100447,0.20557314,0.31070256,0.07534945,-0.084430866,0.03874881,0.10315829,0.08413777,-0.38795742,0.13942128,-0.43280905,0.9111946225166321
0.15933098,-0.2039824,0.24584529,0.24351038,0.36949956,0.23003046,0.028206788,0.32122242,0.2622536,-0.02674486,0.07690696,-0.039879866,-0.055362936,-0.3052717,0.2804416,-0.51763266,0.9424610137939453
0.023224095,-0.41444165,0.18255088,0.19225746,0.35695845,0.5088388,-0.053134378,0.20982271,0.012607598,-0.029433032,0.003549533,0.07916213,0.104821324,-0.21921374,0.20852964,-0.46302778,0.9399223327636719
0.13086836,-0.24803376,0.20632611,0.26742637,0.4024471,0.3580642,0.061291397,0.2732293,0.15615742,0.056268305,0.025913542,0.0126054,-0.047781438,-0.3146403,0.22726348,-0.5073154,0.9491251707077026
-0.02460399,-0.28373358,0.12327644,0.18705238,0.4653938,0.34305263,0.06294133,0.2669267,0.13024342,-0.046218395,-0.02421838,0.19659418,0.032426026,-0.28447372,0.30638757,-0.47437426,0.9763925671577454
0.12408648,-0.3748774,0.20092438,0.21928333,0.41389617,0.2874509,0.006663247,0.29808053,0.11343719,-0.08730024,0.021274557,0.05054506,0.075372346,-0.47594824,0.10579242,-0.38194603,0.935848593711853
0.0081961425,-0.26416978,0.13375796,0.27815455,0.43754384,0.34149778,0.04226052,0.19344282,0.124234915,-0.05488854,0.032798108,-0.08779858,-0.0517945,-0.40036783,0.22452044,-0.4969876,0.9578676819801331
0.05160851,-0.43643582,0.1907053,0.16821294,0.4044458,0.3736108,-0.021479849,0.2687485,0.0051106857,-0.05699458,-0.01341918,0.1400776,0.13438399,-0.39803344,0.1385212,-0.38417917,0.9354262948036194
0.16863129,-0.2967813,0.20388393,0.2602743,0.31514713,0.38259444,0.13193536,0.31419036,0.18477885,-0.156988,0.062000345,0.080312535,0.084741294,-0.35347363,0.16289355,-0.42966574,0.9423137307167053
-0.030232016,-0.37146685,0.22474772,0.15820596,0.44279084,0.26508218,-0.023175336,0.22353789,-0.03381385,-0.008679257,-0.034416907,0.034980964,0.03365922,-0.39800295,0.25727627,-0.48924622,0.9602841138839722
