dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,Value
0.20770949,0.18101808,0.22754034,0.09068611,0.21511663,0.32123572,0.37793893,-0.048300654,0.102339126,0.44532293,0.19953029,0.03648077,-0.0076538846,-0.03105087,0.2734821,0.017541828,-0.01893256,0.16698587,0.1580182,0.15655078,0.10087449,-0.0033357004,0.13361584,0.11265667,0.036571283,0.0012364856,0.13369107,0.12779605,0.14182392,-0.06535836,0.23049955,0.10903394,-0.14963805675506592
0.185576,0.19533546,0.23638442,0.08463534,0.16785932,0.35287854,0.30967245,0.02074245,0.0060827294,0.39455438,0.18773338,0.013716086,-0.07149069,0.008515913,0.31086788,-0.04643787,-0.049930867,0.22873504,0.14544952,0.063875675,0.15431519,-0.024353266,0.16839807,0.1499331,0.0079434905,0.14790456,0.22866076,0.16276836,0.19964044,0.03193926,0.13998295,0.061110027,-0.13508526980876923
0.22006318,0.118771605,0.12693343,0.08206135,0.19776787,0.35745418,0.37146506,-0.010042897,0.04782425,0.47543705,0.11751066,-0.024876676,0.07466052,-0.046424787,0.2597158,-0.026687566,-0.061511867,0.18589775,0.10693997,0.055566583,0.17977709,0.1421735,0.08106719,0.10683214,-0.05197405,0.055113513,0.21611817,0.10679777,0.18871926,0.003374892,0.21071446,0.1540626,-0.0018994406564161181
0.17371649,0.23989636,0.17712943,0.092213914,0.18439788,0.3246338,0.30312127,0.013988932,0.03498409,0.3624741,0.15680562,-0.0027998525,-0.030395083,0.06766934,0.3073613,-0.05533151,-0.06315566,0.33517534,0.11265491,0.17122404,0.16008893,-0.029529346,0.13138182,0.16978297,0.02193937,0.112532735,0.2266873,0.08620641,0.20185822,-0.04273645,0.1876657,0.000613064,-0.19397860765457153
0.2150212,0.20738438,0.09676505,0.20496197,0.29210985,0.3051846,0.28019726,0.009778048,0.0633685,0.45301166,0.15808648,0.030732416,-0.018988831,0.06084012,0.278287,-0.1056316,-0.12890223,0.24165589,-0.0048532328,0.02262584,0.14015375,0.108670354,0.1612029,0.12553844,0.019828493,0.07213552,0.23081538,0.08128858,0.1333755,0.05532102,0.15637706,0.122258455,-0.06334453821182251
0.16993096,0.22278967,0.16202721,0.081041306,0.24685927,0.28878123,0.34118944,0.01063813,0.028285295,0.41367495,0.06661253,-0.050868496,-0.06596111,0.043707117,0.36474255,-0.057799127,-0.07904459,0.25393724,0.08466554,0.13105713,0.19497286,0.05600343,0.101627715,0.14422199,0.028188506,0.10466402,0.20476265,0.10768619,0.18698026,-0.035911523,0.18539564,0.05447974,-0.1036200225353241
0.19429207,0.2644895,0.20250729,0.12449937,0.20329541,0.3156839,0.35478944,0.043104395,0.09426599,0.38716325,0.21067496,0.03301021,-0.0919558,-0.03780887,0.2755075,-0.01562071,-0.09952541,0.15261373,0.19357532,0.0026793953,0.14861107,-0.02420033,0.20871934,0.06819024,0.02065013,0.20051363,0.14121303,0.04200131,0.11919577,-0.09637527,0.20594594,0.08350206,-0.18167221546173096
0.2516664,0.18979265,0.1777867,0.15022995,0.2750532,0.39197326,0.31390634,0.0070500406,0.076321036,0.46074206,0.14478746,-0.010885254,0.023204755,-0.024058677,0.24761072,-0.07997765,-0.08676015,0.14435369,0.07865718,-0.0074887625,0.115683064,0.058484264,0.099597014,0.03448184,0.01748912,0.13207398,0.19974826,0.07019245,0.15580018,0.02028737,0.17319494,0.17546837,-0.08584202080965042
0.17726526,0.24899198,0.17311431,0.081503026,0.18629085,0.33582327,0.33745533,0.029430134,0.020271927,0.36457738,0.14693002,0.014542654,-0.09023663,0.033583462,0.309812,-0.061810084,-0.07574349,0.24449445,0.17927647,0.0638988,0.15903391,-0.0049596075,0.1825817,0.16544932,-0.024557918,0.1485724,0.1875447,0.11533271,0.19572942,-0.018533919,0.21191484,0.032654535,-0.1738855242729187
0.19222842,0.20265318,0.20320883,0.18544781,0.25991946,0.34732693,0.33926913,0.075853266,0.10031723,0.39311627,0.10035915,0.034004014,-0.029346783,-0.024783026,0.35970798,-0.03785293,-0.11463497,0.29473308,0.027745148,0.06829247,0.17182063,-0.0130064385,0.050232895,0.106067576,-0.016976962,0.17553523,0.12146151,0.096300185,0.11894747,0.0006662033,0.10006862,0.030263554,-0.15716296434402466
-0.36936823,-0.30807868,-0.14650112,-0.13871348,-0.09789859,-0.41043776,-0.16731502,0.062272694,-0.19732296,-0.2490933,-0.07017002,-0.11976593,-0.028462395,-0.017806891,-0.33921257,0.119749896,-0.05353328,-0.2573722,-0.10517308,-0.1739633,0.017271733,0.033109352,-0.1705107,-0.02461748,-0.070782326,-0.17569923,-0.10870903,0.18943909,0.101144515,-0.09504623,-0.13999175,0.057436757,0.16000235080718994
