dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,Value
0.018627642,-0.12018908,0.06967192,0.34613016,0.31116262,0.18672086,0.30079302,0.07782279,0.11111664,-0.15921077,0.10241335,-0.29358214,-0.09485607,-0.6545641,-0.04504076,-0.24181205,0.643962562084198
0.23574178,-0.14309226,0.08084011,0.25144914,0.2846734,0.19203998,0.11486327,0.33605778,0.47762188,-0.21165657,0.15406303,-0.2254992,0.022090945,-0.32116407,0.048929542,-0.39573592,0.7698125839233398
0.32638207,-0.0017363246,0.04682807,0.40159348,0.298957,0.37602285,0.40448034,0.272398,0.33572918,0.0917505,0.057090603,0.14545017,0.094610855,-0.2996982,-0.11664435,-0.05920056,0.5182498693466187
0.473079,-0.13211168,0.21007565,0.28064373,0.41134632,0.23915592,0.035843726,0.25996768,0.20032455,0.20922881,0.106112756,-0.03088776,0.05282983,-0.47881514,-0.070046194,-0.086596034,0.5980710387229919
0.41430274,-0.16805139,0.16038062,0.37463927,0.20805813,0.3333705,0.12205522,0.2989729,0.3404834,-0.042636614,0.103565834,-0.06345275,0.047517322,-0.42620474,-0.072005086,-0.23181228,0.6891189217567444
0.3168593,-0.18018743,0.24199805,0.39995214,0.2771719,0.46847373,0.23970477,0.31426576,0.18125151,-0.0055255718,0.06818875,0.17896426,0.16926946,-0.089721695,0.083245575,-0.28792733,0.7568638324737549
0.3034877,-0.129882,0.12034238,0.2121007,0.26911697,0.40923387,0.2455464,0.4203456,0.21609318,-0.024549076,0.07937905,0.20113173,0.14567442,-0.4079782,0.02462951,-0.2689782,0.7668617367744446
-0.021203915,-0.05778055,-0.058458347,0.33298796,0.45249403,0.39061737,0.18906528,0.2000623,0.24369656,0.07687895,-0.0051338915,-0.25671503,-0.22048901,-0.39489242,0.04559375,-0.3330893,0.7261390686035156
-0.030288797,-0.23406953,-0.07828961,0.36757535,0.3555841,0.49591073,0.01805861,0.1797173,0.28167054,0.2146559,0.115054995,-0.12566628,-0.18386917,-0.3482598,-0.038905807,-0.29497406,0.7061811685562134
0.355402,-0.0074384715,0.30592275,0.22643678,0.09894859,0.2610103,0.4354288,0.16192359,0.3203581,-0.22355989,0.14802608,-0.11562909,-0.09735955,-0.11395186,0.1599879,-0.44619152,0.6434563398361206
0.42173797,0.08891167,-0.054309733,0.46986753,-0.0060266466,0.30292997,0.23614444,0.3223745,0.40349942,-0.1506493,0.109956376,-0.1954784,-0.15187927,-0.13980295,0.021245133,-0.24523768,0.45511189103126526
0.09870649,-0.33437312,0.18497695,0.19259164,0.35804045,0.42579773,-0.05596648,0.26181045,-0.21338731,0.029525198,0.0045480425,-0.23098667,0.050971642,-0.420945,0.15890338,-0.3480597,0.8264291882514954
0.053819776,0.027897585,0.14831899,0.34817117,0.1481609,0.4321183,0.075220734,0.24021216,0.49397168,-0.3395688,0.16480231,-0.11707024,0.1642205,-0.20324449,0.19504899,-0.27306506,0.7282386422157288
0.45929676,-0.28612933,0.30022717,0.24648371,0.15839204,0.11428847,0.21227156,0.21978365,0.29076663,0.022292068,0.11403111,-0.15577956,-0.16451715,-0.40785593,-0.103364006,-0.31362858,0.6123515367507935
0.15493809,-0.080211625,0.07396771,0.34146467,0.2524165,0.42819571,0.34721988,0.17233795,0.21928464,-0.12632124,0.082244344,-0.13180597,-0.09924621,-0.29074755,0.03113911,-0.5163623,0.7806953191757202
0.14320886,-0.14122096,0.14544027,0.3055251,0.20291092,0.44503456,-0.04765401,0.31390238,0.14688864,0.2966391,0.21237323,-0.36957222,-0.13765489,-0.24242187,0.19427964,-0.3135223,0.6738094091415405
0.14840853,-0.0374667,0.21745382,0.2419931,0.43878293,0.15999366,0.24887066,0.23166299,0.33420706,0.040617093,0.056328464,-0.0167352,-0.07287559,-0.27218455,0.35766986,-0.46138003,0.855602502822876
0.28916746,-0.2650337,0.25219545,0.30382115,0.16665661,0.47451332,-0.025757473,0.34054604,0.08326543,0.21605909,0.15934466,-0.018591806,0.07590759,-0.097881176,0.21881276,-0.4220004,0.7851289510726929
-0.09836368,-0.22855927,-0.01644443,0.42568263,0.21780959,0.5332011,0.2549722,-0.018329676,-0.032236237,-0.32092208,0.13867165,-0.145297,0.12699777,-0.33854127,0.08393559,-0.2781419,0.7091001868247986
0.15739627,-0.24466278,0.33869112,0.21041475,0.21455804,0.35977092,0.18067914,0.34869096,-0.030859334,0.035742372,0.057585746,-0.09778704,0.046929307,-0.24499701,0.25493076,-0.53325033,0.8831833600997925
-0.06340091,-0.25090787,0.2774695,0.11565014,0.12325893,0.15599185,-0.034767125,0.17149773,-0.008772423,-0.4035784,0.10140141,-0.15993804,0.17434454,-0.48023966,0.24761266,-0.5013598,0.8383088111877441
-0.15531501,-0.23224112,0.0030501592,0.19586779,0.4113365,0.16645373,0.07659839,0.103196815,0.11063889,-0.32611874,-0.011128033,-0.18674062,-0.035068076,-0.45971915,0.1878001,-0.51837796,0.872901976108551
0.1502076,-0.31816313,0.22958831,0.27213937,0.35894704,0.430467,0.23584385,0.23148334,0.049735744,-0.025777223,-0.0052385754,0.14574143,0.13997965,-0.31428096,0.122206986,-0.41034147,0.8992818593978882
0.055645384,-0.29245478,0.13123856,0.17841512,0.36114597,0.51976424,0.19749483,0.25073725,0.121508375,0.25573564,-0.03794249,0.11749036,0.025475327,-0.098595105,0.27284503,-0.42384022,0.8409690260887146
0.090296455,0.055525366,0.11041346,0.36055928,0.34690055,0.39203963,0.3331847,0.26560342,0.16605759,0.13804,0.018643033,0.16100554,0.007025886,-0.06622012,0.35440332,-0.43363616,0.7716380953788757
-0.0035865004,0.017535409,-0.008793566,0.28635287,0.37783954,0.19475995,0.29096,0.25625703,0.29936484,0.0030358569,0.008411399,0.0035921223,-0.12538236,-0.347408,0.363757,-0.4776406,0.8317586779594421
-0.09742844,-0.32249975,0.12024573,0.29293248,0.3609656,0.34028056,0.07877936,0.065702856,0.0667532,-0.26628047,0.031159237,-0.236295,-0.00024276151,-0.4406257,0.050318703,-0.44807628,0.860211968421936
-0.17751114,-0.3733571,0.2485672,0.14893661,0.2974389,0.22626306,-0.031563625,0.14392029,-0.06552297,-0.08739586,-0.081998564,-0.12441044,0.023400534,-0.323502,0.31787306,-0.58598197,0.9185227751731873
-0.055356633,-0.28774294,0.21281964,0.15111625,0.50249404,-0.018747767,-0.18929918,0.18393192,-0.004427129,-0.038520515,0.048982907,-0.19613323,-0.14719933,-0.47052184,0.27290177,-0.4044622,0.8274057507514954
0.03091945,-0.07537296,0.18677682,0.23442739,0.13880675,0.21481945,0.5478902,0.113086,-0.17722422,-0.10884284,0.0013694112,-0.1626957,-0.008319293,-0.5146352,0.115832135,-0.42079893,0.6452634334564209
0.06646458,-0.17875038,0.23268801,0.068105005,0.41206673,0.0122351805,-0.14779116,0.3357089,0.29953042,-0.0856801,-0.03529147,0.16660851,-0.029249914,-0.3131456,0.3424203,-0.50806147,0.8996719717979431
-0.13380378,-0.15701668,0.11149632,0.22002847,0.2553666,0.11230748,0.35840255,0.076372504,-0.06920865,-0.4696827,-0.0524913,0.14961141,0.07009845,-0.5013576,0.11568326,-0.4053415,0.7404552102088928
-0.14625308,-0.35644317,0.24896267,0.08890377,0.2715837,0.069317885,-0.15608905,0.25792792,-0.041847598,-0.085664965,-0.03852456,0.089553304,0.12608866,-0.42708835,0.3162578,-0.5434181,0.9047638177871704
-0.07402341,-0.22659786,0.25031447,0.04021286,-0.0060474556,0.012657053,-0.15544613,0.024541022,-0.058761522,-0.38344455,-0.02671285,-0.57892346,-0.16821927,-0.33574367,0.07147636,-0.4705933,0.505242109298706
0.15917917,-0.031018734,0.103583135,0.41347018,0.27911568,0.24657619,0.14034757,0.29915303,0.21025021,-0.030505473,0.054077107,-0.2587699,-0.15029326,-0.24410786,0.24164623,-0.53714603,0.8113507032394409
0.12266405,-0.27615342,0.25383952,0.2579024,0.31680673,0.36609456,0.25704715,0.25402388,0.025856098,0.065654755,-0.0055791643,0.18085164,-0.052401274,-0.2414041,0.21587998,-0.5171152,0.8969122171401978
0.25242993,-0.024672197,0.21277323,0.26469037,0.25587767,0.10560597,0.374833,0.38684186,0.21389289,-0.32491276,-0.042618845,0.02574851,0.05629197,-0.3989192,0.16891795,-0.33004266,0.7580351233482361
-0.16289338,-0.25151798,0.18974325,0.10712069,0.1999261,-0.01632772,-0.23370136,0.13911797,0.16097027,-0.34081757,0.07984265,-0.2942769,0.039009027,-0.35772613,0.31852192,-0.53153753,0.7922384738922119
-0.015861308,0.14287335,0.122510985,0.23791899,0.30051273,0.0043882886,0.2038121,0.13447101,0.10447003,0.1046659,-0.0480125,-0.20486262,-0.27650878,-0.42640036,0.18805055,-0.630866,0.6719555854797363
-0.23085016,-0.09538428,0.1783142,0.13361947,0.17969748,0.06029291,0.057340413,0.10949713,0.111992545,-0.24694677,-0.087787196,-0.29513112,-0.18789831,-0.14252256,0.50906104,-0.5946934,0.7498010993003845
0.20595479,-0.35346207,0.012773065,0.1665987,0.3368141,0.30695033,0.08766608,0.3950105,0.37639534,-0.1560834,0.05788926,0.12492946,0.15059134,-0.42880845,-0.009728826,-0.20421803,0.7957603931427002
-0.018633375,0.03162728,0.033086095,0.26426324,0.38317886,0.14248869,0.21373099,0.30453792,0.21666987,-0.16988628,-0.016470928,0.15336673,-0.028276356,-0.24320796,0.4423639,-0.5166566,0.8716293573379517
-0.1422822,-0.1382451,0.18108803,0.13648441,0.31501222,0.28300077,0.319588,0.1963516,-0.011976894,-0.11686305,-0.07616509,0.14181873,0.056645412,-0.3185182,0.36727992,-0.5567221,0.899057149887085
0.16314046,-0.2840579,0.2670357,0.17740041,0.026715806,0.24721617,-0.25642487,0.20731358,0.34059897,-0.27463272,0.23581977,-0.17662571,0.20696287,-0.17039526,0.09660837,-0.509819,0.7472957968711853
0.2628549,0.030323151,0.16548783,0.14134939,0.20528373,0.16751225,0.24459572,0.47741213,0.43769845,-0.20733695,0.020732159,0.30708328,0.08372073,-0.2325858,0.2120416,-0.29883993,0.7130592465400696
0.11028483,-0.4475824,0.2839512,0.13777007,0.38490713,0.39665622,0.0674588,0.31113937,-0.022329623,0.083669074,-0.101691246,0.19124077,0.15183905,-0.26108837,0.12881275,-0.34470582,0.8730613589286804
-0.062799156,-0.051305268,0.38089323,0.19527417,0.25476015,-0.03316032,-0.15216708,0.19176756,0.15172894,-0.033490364,0.08985119,-0.1877929,-0.028584385,0.050369445,0.53282833,-0.5740536,0.7363395094871521
0.07608138,-0.08370937,0.09488989,0.13132933,0.3264534,-0.27161646,-0.06616903,0.19865802,0.3582475,-0.0944386,-0.052825037,-0.1540845,-0.3340844,-0.6207735,-0.07712591,-0.2646682,0.5054631233215332
-0.39257735,-0.10800828,-0.26429483,0.23351209,0.27516493,0.37586242,0.12555802,-0.004378544,-0.09156005,-0.14182746,-0.12405475,-0.011954953,0.043037497,-0.46678126,0.30244774,-0.3490313,0.6861448287963867
-0.031757988,-0.04659076,0.26140502,0.29893386,0.41003373,0.5024939,-0.07824933,0.17732212,0.1695435,0.06976284,0.19680423,-0.04134192,0.10355207,0.06460471,0.29519758,-0.45259425,0.8140409588813782
-0.4104446,-0.13240588,0.034983996,0.14307179,0.41634616,0.22540475,0.095078185,0.11611867,-0.064649396,-0.07574568,0.019453764,-0.19208267,-0.049082164,-0.25522548,0.41882575,-0.5054506,0.8099381327629089
0.07772794,0.020017,0.114357166,0.4071822,0.44781137,0.18713859,0.16475318,0.27557093,0.2194635,-0.22424686,0.045161378,-0.06734861,-0.05377929,-0.47790867,0.12840346,-0.3510574,0.8259679079055786
-0.11211327,-0.18297172,-0.14594266,0.26341993,0.18237744,0.32042214,0.14624675,0.18197474,0.3356989,-0.016824884,-0.025750386,0.2584675,-0.15212475,-0.08966644,0.39621964,-0.55155283,0.797088623046875
-0.17517139,-0.18862322,0.18711768,0.14089437,0.20674615,0.31390554,-0.07185784,0.13923974,0.07818981,-0.23539813,0.01077161,-0.17935161,0.07305186,-0.22898164,0.27901834,-0.69542134,0.8969370126724243
-0.123930454,-0.3617449,0.37492004,0.035476606,-0.07119948,0.37299806,0.051189367,0.00043744533,-0.26307103,-0.30073532,0.04885413,-0.2210997,-0.045693133,-0.2747428,0.1779137,-0.4949708,0.6638206243515015
-0.011130494,-0.037717838,-0.108997464,0.28962463,0.31567985,0.41143548,0.39812085,0.112928,0.22129337,-0.06812784,0.036057767,0.10918977,-0.03739658,-0.46830323,0.15884976,-0.38695005,0.7686004042625427
-0.11975703,-0.3454159,0.28093788,0.08825227,0.15135136,0.23998564,0.14065981,0.14495084,-0.15458234,-0.0708843,-0.07008164,0.13356565,0.2487341,-0.29832852,0.3456566,-0.5799282,0.8609179854393005
-0.011224199,-0.20035045,0.13472913,0.2355714,-0.0451577,0.4214808,0.16493803,0.2524329,0.028826216,-0.20806456,0.0065310383,0.14783725,0.24702974,-0.04360434,0.31825748,-0.6206791,0.8024677038192749
0.22230096,-0.03431447,0.19613422,0.33145732,0.16887929,0.49490508,0.2417139,0.29485473,0.15076059,-0.08669206,0.15720583,0.26140204,0.33597404,0.07052045,0.26628917,-0.264963,0.6732831597328186
-0.027190408,-0.04125306,0.36265448,0.017927246,0.16546991,-0.0747083,0.111324355,0.38928202,0.040878996,-0.23011224,-0.09299836,0.20173068,0.032662667,-0.32331806,0.41695225,-0.53423464,0.7932999730110168
0.15395437,0.007743887,0.02159901,0.33820352,0.3211002,0.328004,0.09529034,0.4381285,0.38159546,0.23374447,0.041554812,0.167546,-0.039496765,-0.1303704,0.27172515,-0.35667914,0.7474880814552307
-0.14349324,-0.30437613,-0.101280704,0.24515061,0.22939453,0.54507196,0.08154585,0.089806736,0.23470934,-0.26490054,0.13567151,0.016997524,0.17876025,-0.15306959,0.12860033,-0.48588887,0.8285254240036011
-0.13371158,-0.3634205,0.19522785,0.20173809,0.17400639,0.3537152,0.16938178,0.08501956,-0.07191241,-0.16636634,0.01640464,-0.2652831,0.040514756,-0.507411,0.025119828,-0.4655015,0.7920114994049072
0.06440564,-0.030108918,0.07958949,0.23618552,0.42149928,0.020321488,0.1621887,0.32266438,0.26207334,0.06360008,0.008186513,0.11216909,-0.16000892,-0.33633208,0.32782537,-0.5410797,0.8426960110664368
0.11610146,-0.34540418,0.13820498,0.19485469,0.22495341,0.24282177,0.078400545,0.37317356,0.043166135,-0.0005965871,-0.053412393,0.12492456,0.11192653,-0.45557356,0.25815767,-0.49812937,0.927312970161438
0.20391077,0.10654479,0.046574928,0.21455254,0.2382776,0.20567581,0.37482974,0.29611096,0.41173163,-0.16019739,0.095829844,0.21739128,0.09907502,-0.4469926,0.17303589,-0.2835851,0.6902588605880737
0.06751575,-0.11280566,0.13527831,0.2035177,0.2682552,0.35001045,0.119550996,0.27453896,0.5036958,-0.40077326,0.17991023,0.110382594,0.10158975,-0.1357186,0.19106022,-0.3387326,0.8064991235733032
0.25935143,-0.17030467,0.24509254,0.2856996,0.36105478,0.27403882,0.33254355,0.30960202,0.27664408,-0.0043002428,0.089855805,0.02822617,-0.07944331,-0.2975179,0.10647541,-0.39819062,0.8265525698661804
-0.07868696,-0.0050139097,0.16824408,0.17340802,0.40053406,0.2163062,0.26849073,0.40189672,0.022265598,0.15457433,-0.15772195,0.12509485,-0.15314436,-0.24022968,0.4471082,-0.3854861,0.7944579124450684
-0.06003005,-0.33178067,0.22511667,0.2565311,0.3115326,0.43254873,0.07216818,0.19917613,0.28316784,-0.16671935,0.15089317,0.15506382,0.20976834,-0.23922484,0.21489973,-0.37228468,0.9240893125534058
-0.14107351,-0.24020588,0.11949228,0.14603123,0.367299,-0.028714385,-0.033484787,0.2766623,0.016395582,-0.045491386,-0.065462515,0.05526066,0.09819793,-0.5832352,0.2627345,-0.4948602,0.8727567195892334
0.22163609,-0.0033818306,0.3186721,0.18625607,0.16330904,0.1395163,0.13630982,0.21518685,0.2069138,0.15731794,0.15442878,-0.08517818,-0.14225322,-0.24497493,0.42752504,-0.584731,0.7682981491088867
-0.43102732,-0.2426547,0.025513414,0.18809988,0.2670697,0.4098076,0.17263284,0.094073735,-0.06454242,-0.24269725,0.015323257,0.0077037984,0.10665567,-0.26783636,0.20968351,-0.50093955,0.8203487992286682
0.0726038,0.03278028,0.2080437,0.23167348,0.053962745,0.3071409,0.55349034,0.33580393,0.07165635,-0.09697116,0.2167306,0.083763964,0.28663743,0.022424081,0.184941,-0.4415228,0.6047706604003906
0.1538017,-0.30410847,0.23687968,0.21438679,0.36226428,0.29055667,-0.12269732,0.22940134,-0.08657064,0.17250063,-0.06314686,-0.14563061,-0.1514514,-0.41457745,0.11724096,-0.47691414,0.8246099948883057
-0.09492334,-0.26124516,0.23348753,0.13564081,0.2360274,0.253437,0.19119988,0.19280638,-0.24570143,-0.07994403,0.037406318,0.0047279056,0.11868006,-0.6113952,0.10041231,-0.4358912,0.8019561767578125
-0.25690868,-0.2923757,-0.105518825,0.17453048,0.4939722,0.24400876,0.19398393,0.14223476,0.023836596,-0.17252941,-0.23213285,0.1779852,0.04505985,-0.38437843,0.2664647,-0.32989454,0.8288312554359436
-0.01503609,-0.025542555,0.08817774,0.40163007,0.36332038,0.47002107,0.036383197,0.11942702,0.200621,-0.021569557,0.113075815,-0.37340468,-0.12240353,-0.1621822,0.0980587,-0.46658215,0.7472420930862427
-0.0951601,-0.23259318,0.08528843,0.17919338,0.32480472,0.026990347,-0.09661092,0.29248154,0.23737253,-0.088137686,-0.019193528,-0.2803492,-0.20178317,-0.5779561,-0.001225337,-0.422523,0.7509972453117371
-0.05892957,0.076338336,-0.0859922,0.29072174,0.1052839,-0.017186776,0.3863513,0.24011506,0.29801205,-0.52033925,0.093707785,-0.11602441,0.043506894,-0.2620541,0.064987905,-0.4731677,0.5778061151504517
-0.24426852,-0.01693929,0.05409417,0.2772778,-0.008571842,0.09667626,0.122147165,0.04955547,0.3108163,-0.22324164,0.12366163,-0.1588076,-0.028424498,-0.022182275,0.5939529,-0.54074556,0.6569057106971741
-0.27358824,0.02104976,-0.06448004,0.30532572,0.3211418,0.25803256,0.16042337,0.06285813,0.3062553,-0.37567723,0.019034224,0.016089832,-0.005819317,-0.34370577,0.15294209,-0.5008188,0.7813677191734314
-0.26498672,-0.19196239,0.0019535192,0.17792316,0.3703418,0.16112158,0.042254638,0.21803571,0.24791381,-0.38724717,0.010569667,0.17538361,0.04690767,-0.41067824,0.2547336,-0.4132732,0.8786888122558594
0.11868327,-0.15097363,0.3113431,0.2644702,0.2473193,0.3645553,0.42118242,0.31674397,0.026959833,-0.21455151,0.0635644,0.12806417,0.08501653,-0.41423783,0.060400933,-0.27346712,0.7813201546669006
0.1439809,0.04172426,0.15840347,0.27835172,0.30363622,0.12307459,0.02613531,0.33170336,0.3236966,-0.04781823,0.13056926,-0.16059898,-0.13649353,-0.17399801,0.46185523,-0.49475476,0.8091816306114197
-0.32041433,-0.38588718,0.11251646,0.15015453,0.39257193,0.54368377,-0.1576869,0.010602306,-0.10556534,-0.059104588,-0.061321802,0.034699768,0.11671088,0.034540042,0.17065445,-0.41832742,0.7609111070632935
-0.08338749,0.06365029,0.18845172,0.33920744,0.4836163,0.3238049,0.12445493,0.16666725,0.23595284,0.16409044,0.12578942,-0.07515862,-0.035924315,-0.20241131,0.3051105,-0.46582568,0.8243666291236877
-0.18122444,-0.1650207,-0.19305377,0.15930884,0.42838112,0.266944,0.111744,0.16974139,0.07800703,-0.023809921,-0.22316055,0.29060945,-0.10195094,-0.17579114,0.21458636,-0.5941029,0.7999780774116516
0.23026897,-0.09135542,0.20330274,0.46152347,0.4798541,0.008909289,0.060278483,0.27985013,0.07220052,-0.06289696,0.0070065483,0.0063686594,0.10684854,-0.46253037,-0.36609098,-0.058081225,0.49556243419647217
-0.13486613,0.0028805241,0.014578863,0.33598146,0.44863823,0.373322,0.08092864,0.083192855,0.18770486,0.08806115,0.14798273,-0.31103623,-0.2026929,-0.30857334,0.20419987,-0.41828334,0.7456659078598022
0.033221092,-0.4006775,-0.1425659,0.18176208,0.28220567,0.46872577,-0.15706803,0.32306796,-0.2559936,0.0012940863,-0.18115968,0.30043882,0.20923652,-0.30531764,0.003313797,-0.17600478,0.6448302268981934
